149612.5, 442087.500000
149612.5, 442112.500000
149612.5, 442137.500000
149612.5, 442162.500000
149612.5, 442187.500000
149612.5, 442212.500000
149612.5, 442237.500000
149612.5, 442262.500000
149612.5, 442287.500000
149637.5, 441937.500000
149637.5, 441962.500000
149637.5, 441987.500000
149637.5, 442012.500000
149637.5, 442037.500000
149637.5, 442062.500000
149637.5, 442087.500000
149637.5, 442112.500000
149637.5, 442137.500000
149637.5, 442162.500000
149637.5, 442187.500000
149637.5, 442212.500000
149637.5, 442237.500000
149637.5, 442262.500000
149637.5, 442287.500000
149637.5, 442312.500000
149637.5, 442337.500000
149637.5, 442362.500000
149637.5, 442412.500000
149662.5, 441862.500000
149662.5, 441887.500000
149662.5, 441912.500000
149662.5, 441937.500000
149662.5, 441962.500000
149662.5, 441987.500000
149662.5, 442012.500000
149662.5, 442037.500000
149662.5, 442062.500000
149662.5, 442087.500000
149662.5, 442112.500000
149662.5, 442137.500000
149662.5, 442162.500000
149662.5, 442187.500000
149662.5, 442212.500000
149662.5, 442237.500000
149662.5, 442262.500000
149662.5, 442287.500000
149662.5, 442312.500000
149662.5, 442337.500000
149662.5, 442362.500000
149662.5, 442387.500000
149662.5, 442412.500000
149662.5, 442437.500000
149662.5, 442462.500000
149662.5, 442487.500000
149687.5, 441787.500000
149687.5, 441812.500000
149687.5, 441837.500000
149687.5, 441862.500000
149687.5, 441887.500000
149687.5, 441912.500000
149687.5, 441937.500000
149687.5, 441962.500000
149687.5, 441987.500000
149687.5, 442012.500000
149687.5, 442037.500000
149687.5, 442062.500000
149687.5, 442087.500000
149687.5, 442112.500000
149687.5, 442137.500000
149687.5, 442162.500000
149687.5, 442187.500000
149687.5, 442212.500000
149687.5, 442237.500000
149687.5, 442262.500000
149687.5, 442287.500000
149687.5, 442312.500000
149687.5, 442337.500000
149687.5, 442387.500000
149687.5, 442412.500000
149687.5, 442437.500000
149687.5, 442462.500000
149687.5, 442487.500000
149687.5, 442512.500000
149687.5, 442537.500000
149687.5, 442562.500000
149712.5, 441737.500000
149712.5, 441762.500000
149712.5, 441787.500000
149712.5, 441812.500000
149712.5, 441837.500000
