134762.5, 446337.500000
134762.5, 446362.500000
134762.5, 446387.500000
134762.5, 446412.500000
134762.5, 446437.500000
134762.5, 446462.500000
134762.5, 446487.500000
134762.5, 446512.500000
134762.5, 446537.500000
134787.5, 446212.500000
134787.5, 446237.500000
134787.5, 446262.500000
134787.5, 446287.500000
134787.5, 446312.500000
134787.5, 446337.500000
134787.5, 446362.500000
134787.5, 446387.500000
134787.5, 446412.500000
134787.5, 446437.500000
134787.5, 446462.500000
134787.5, 446487.500000
134787.5, 446512.500000
134787.5, 446537.500000
134787.5, 446562.500000
134787.5, 446587.500000
134787.5, 446612.500000
134787.5, 446637.500000
134787.5, 446662.500000
134787.5, 446687.500000
134812.5, 446112.500000
134812.5, 446137.500000
134812.5, 446162.500000
134812.5, 446187.500000
134812.5, 446212.500000
134812.5, 446237.500000
134812.5, 446262.500000
134812.5, 446287.500000
134812.5, 446312.500000
134812.5, 446337.500000
134812.5, 446362.500000
134812.5, 446387.500000
134812.5, 446412.500000
134812.5, 446437.500000
134812.5, 446462.500000
134812.5, 446487.500000
134812.5, 446512.500000
134812.5, 446537.500000
134812.5, 446562.500000
134812.5, 446587.500000
134812.5, 446612.500000
134812.5, 446637.500000
134812.5, 446662.500000
134812.5, 446687.500000
134812.5, 446712.500000
134812.5, 446737.500000
134812.5, 446762.500000
134837.5, 446037.500000
134837.5, 446062.500000
134837.5, 446087.500000
134837.5, 446112.500000
134837.5, 446137.500000
134837.5, 446162.500000
134837.5, 446187.500000
134837.5, 446212.500000
134837.5, 446237.500000
134837.5, 446262.500000
134837.5, 446287.500000
134837.5, 446312.500000
134837.5, 446337.500000
134837.5, 446362.500000
134837.5, 446387.500000
134837.5, 446412.500000
134837.5, 446437.500000
134837.5, 446462.500000
134837.5, 446487.500000
134837.5, 446512.500000
134837.5, 446537.500000
134837.5, 446562.500000
134837.5, 446587.500000
134837.5, 446612.500000
134837.5, 446637.500000
134837.5, 446662.500000
134837.5, 446687.500000
134837.5, 446712.500000
134837.5, 446737.500000
134837.5, 446762.500000
134837.5, 446787.500000
134837.5, 446812.500000
134837.5, 446837.500000
134862.5, 445987.500000
134862.5, 446012.500000
134862.5, 446037.500000
134862.5, 446062.500000
134862.5, 446087.500000
134862.5, 446112.500000
134862.5, 446137.500000
134862.5, 446162.500000
134862.5, 446187.500000
134862.5, 446212.500000
134862.5, 446237.500000
134862.5, 446262.500000
134862.5, 446287.500000
134862.5, 446312.500000
134862.5, 446337.500000
134862.5, 446362.500000
134862.5, 446387.500000
134862.5, 446412.500000
134862.5, 446437.500000
134862.5, 446462.500000
134862.5, 446487.500000
134862.5, 446512.500000
134862.5, 446537.500000
134862.5, 446562.500000
134862.5, 446587.500000
134862.5, 446612.500000
134862.5, 446637.500000
134862.5, 446662.500000
134862.5, 446687.500000
134862.5, 446712.500000
134862.5, 446737.500000
134862.5, 446762.500000
134862.5, 446787.500000
134862.5, 446812.500000
134862.5, 446837.500000
134862.5, 446862.500000
134862.5, 446887.500000
134862.5, 446912.500000
134887.5, 445937.500000
134887.5, 445962.500000
134887.5, 445987.500000
134887.5, 446012.500000
134887.5, 446037.500000
134887.5, 446062.500000
134887.5, 446087.500000
134887.5, 446112.500000
134887.5, 446137.500000
134887.5, 446162.500000
134887.5, 446187.500000
134887.5, 446212.500000
134887.5, 446237.500000
134887.5, 446262.500000
134887.5, 446287.500000
134887.5, 446312.500000
134887.5, 446337.500000
134887.5, 446362.500000
134887.5, 446387.500000
134887.5, 446412.500000
134887.5, 446437.500000
134887.5, 446462.500000
134887.5, 446487.500000
134887.5, 446512.500000
134887.5, 446537.500000
134887.5, 446562.500000
134887.5, 446587.500000
134887.5, 446612.500000
134887.5, 446637.500000
134887.5, 446662.500000
134887.5, 446687.500000
134887.5, 446712.500000
134887.5, 446737.500000
134887.5, 446762.500000
134887.5, 446787.500000
134887.5, 446812.500000
134887.5, 446837.500000
134887.5, 446862.500000
134887.5, 446887.500000
134887.5, 446912.500000
134887.5, 446937.500000
134887.5, 446962.500000
134887.5, 446987.500000
134912.5, 445887.500000
134912.5, 445912.500000
134912.5, 445937.500000
134912.5, 445962.500000
134912.5, 445987.500000
134912.5, 446012.500000
134912.5, 446037.500000
134912.5, 446062.500000
134912.5, 446087.500000
134912.5, 446112.500000
134912.5, 446137.500000
134912.5, 446162.500000
134912.5, 446187.500000
134912.5, 446212.500000
134912.5, 446237.500000
134912.5, 446262.500000
134912.5, 446287.500000
134912.5, 446312.500000
134912.5, 446337.500000
134912.5, 446362.500000
134912.5, 446387.500000
134912.5, 446412.500000
134912.5, 446437.500000
134912.5, 446462.500000
134912.5, 446487.500000
134912.5, 446512.500000
134912.5, 446537.500000
134912.5, 446562.500000
134912.5, 446587.500000
134912.5, 446612.500000
134912.5, 446637.500000
134912.5, 446662.500000
134912.5, 446687.500000
134912.5, 446712.500000
134912.5, 446737.500000
134912.5, 446762.500000
134912.5, 446787.500000
134912.5, 446812.500000
134912.5, 446837.500000
134912.5, 446862.500000
134912.5, 446887.500000
134912.5, 446912.500000
134912.5, 446937.500000
134912.5, 446962.500000
134912.5, 446987.500000
134912.5, 447012.500000
134912.5, 447037.500000
134912.5, 447062.500000
134912.5, 447087.500000
134937.5, 445862.500000
134937.5, 445887.500000
134937.5, 445912.500000
134937.5, 445937.500000
134937.5, 445962.500000
134937.5, 445987.500000
134937.5, 446012.500000
134937.5, 446037.500000
134937.5, 446062.500000
134937.5, 446087.500000
134937.5, 446112.500000
134937.5, 446137.500000
134937.5, 446162.500000
134937.5, 446187.500000
